,query,carb
2082,"I am enjoying a single cooked pork chop, pan-fried and bone-in, sourced from the center rib loin.",0.0
2083,"For my meal, I have a portion of cooked, braised fresh pork shoulder totaling 3 ounces, derived from blade steaks.",0.0
2084,A cup of saltine oyster crackers enjoyed as a snack.,33.3225
2085,"A cup filled with canned strawberries in thick syrup, comprising both the fruit and the syrup.",59.7662
2086,A slice of dried currants is my snack.,0.3849
2087,"In my recipe, I am incorporating a tablespoon of soybean lecithin oil.",0.0
2088,A cup filled with cooked bulgur.,33.8156
2089,A barbecue pork sandwich served on a wheat bun.,63.693
2090,A small iced decaf cafe mocha made with non-dairy milk.,32.8848
2091,A small piece of sweet potato bread is what I'm enjoying.,12.7064
2092,I possess one pound of uncooked bone-in cured ham sourced from the rump.,6.1236
2093,I possess a cubic inch of bread that is toasted and made with vegetables.,2.26524
2094,"I am enjoying a 1 fluid ounce smoothie made from fruits, vegetables, and dairy.",3.4398
2095,"I plan to prepare a dish using a single peeled eggplant, weighing approximately 1 to 1.25 pounds.",26.9304
2096,"Consuming a cup of stabilized, dried whole egg with lowered glucose content.",2.023
2097,"For my meal, I’m enjoying a slice of 14-inch Little Caesars Original Round Cheese Pizza with a regular crust.",28.035
2098,"I possess one pound of New Zealand imported lamb foreshank, which has been trimmed to 1/8 inch fat.",0.0
2099,"For my meal, I am serving 3 ounces of cooked and roasted boneless chuck eye roast, which has been trimmed of fat.",0.0
2100,"For a snack, I am enjoying 2 tablespoons of KRAFT CHEEZ WHIZ LIGHT.",5.67
2101,"Sipping on a small Vanilla Shake from Burger King, which is 12 fluid ounces.",56.7094
2102,A small container filled with fat-free blue cheese dressing for dipping.,11.264
2103,A cup of raw chopped broccoli raab is being served as a side dish.,1.14
2104,"For dinner, I'm enjoying a grilled steak sourced from bottom round, with all fat trimmed away.",0.0
2105,I am enjoying a snack of two plain brown rice cakes without salt.,14.67
2106,"A raw roast made from choice beef round tip, trimmed to have no fat.",0.0
2107,Utilizing a tablespoon of light margarine-oil blend from a tub.,0.1708
2108,"A large unenriched plain bagel, seasoned with onion, poppy, and sesame, containing calcium propionate.",69.954
2109,"For dinner, I am enjoying 3 ounces of smoked whitefish.",0.0
2110,"A tablespoon of CANOLA HARVEST Soft Spread margarine is being used, crafted from canola, palm, and palm kernel oils.",0.1946
2111,Enjoying a 1 fluid ounce Shirley Temple.,31.8825
2112,"A serving of chicken meatloaf, weighing 1 ounce, with a tomato sauce topping.",2.066715
2113,"Enjoying a serving of alcoholic eggnog, measured at 1 fluid ounce.",1.986
2114,A cup filled with decaffeinated iced latte made with nonfat milk and flavored.,15.2024
2115,"A cup of cooked and diced grilled chicken, served without sauce and skin.",0.0
2116,"For dinner, I'm enjoying a cup of chimichanga accompanied by beans.",32.16
2117,Adding a teaspoon of industrial canola oil to my salad.,0.0
2118,"A cup of shrimp garden salad containing shrimp, lettuce, eggs, tomatoes, carrots, and a variety of other vegetables, served without dressing.",2.375
2119,"Enjoying a large serving of low calorie cola, totaling 32 fluid ounces, with aspartame and caffeine.",2.0938
2120,"For dinner, I’m enjoying one ounce of fresh raw pork jowl.",0.0
2121,A tablespoon of homemade jelly with reduced sugar is being enjoyed.,8.759
2122,A cup of reduced fat 2% milk enriched with vitamin A and D.,11.13435
2123,A cup of enriched spaghetti that has been cooked and seasoned with salt.,37.9316
2124,Dinner consists of a microwavable cup of pasta accompanied by cream sauce and meat.,34.5486
2125,Enjoying 12 fluid ounces of Mixed Berry flavored POWERADE Zero.,0.504
2126,Savoring a commercially made soft chocolate chip cookie.,9.3365
2127,"For dinner, I am enjoying a portion of 3 ounces of braised choice bottom round steak.",0.0
2128,"For lunch, I will be enjoying a can of low sodium cream of mushroom soup.",13.8165
2129,A 10-ounce pouch of SMART SOUP featuring French lentils.,26.885
2130,"For dinner, I am enjoying a large burrito filled with cheese.",68.6025
2131,"For dinner, I'm serving half a cup of boiled and drained cabbage.",4.1325
2132,I plan to prepare a 10-ounce package of frozen baby lima beans.,71.3976
2133,"A grilled t-bone steak, prepared with a fat thickness of 1/8 inch.",0.0
2134,"For cooking purposes, I am utilizing a cup of almond oil.",0.0
2135,A medium-sized rye roll is being enjoyed for dinner.,19.116
2136,"A cup of regular microwave popcorn, flavored with butter and prepared using palm oil.",4.52354
2137,A cup of brewed coffee prepared using tap water.,0.0
2138,A piece of frozen precooked white meat chicken nugget that remains unreheated.,3.248
2139,"For dinner, I'm enjoying 3 ounces of braised and cooked lamb kidneys.",0.8415
2140,"A serving of strained creamed corn baby food, weighing 1 ounce.",3.99735
2141,"Handling half of a raw guinea hen, focusing solely on the meat.",0.0
2142,"For dinner, I am enjoying a drumstick from a BBQ rotisserie chicken.",0.0
2143,"Enjoying a serving of 1 fluid ounce of pure grapefruit juice, served neat.",20.708
2144,Consuming a 1 fluid ounce serving of SoBe Energize Energy Juice.,3.4937
2145,"A square pat of salted butter, measuring roughly 1 inch by 1/3 inch.",0.003
2146,A jelly sandwich prepared with a single slice of bread.,28.75
2147,"Enjoying a slice of Beerwurst, a beer salami made from pork.",0.1236
2148,A package of hard gluten-free pretzels containing 100 calories.,18.765
2149,A cup of pinto beans obtained from a fast food restaurant.,61.412
2150,A single omelet made with one egg and tomatoes.,1.1025
2151,"I prepared a boneless top blade steak from the shoulder, grilled and trimmed of all fat.",0.0
2152,A singles package of macaroni and cheese with meat prepared using Hamburger Helper.,29.5776
2153,A fruit-flavored puff designed for toddlers.,0.08579
2154,"Enjoying three ounces of broiled rib beef, trimmed of all fat from the small end.",0.0
2155,On my plate is a serving of coleslaw from POPEYES.,26.828
2156,"For dinner, a large fried fillet of flounder is on my plate.",15.822
2157,I prepared a single piece of cooked frozen asparagus with oil.,0.0744
2158,I will prepare a raw dark meat chicken thigh with a solution added.,0.0
2159,A tablespoon of cooked lentils that have been boiled and are unsalted.,2.47599
2160,"A cup of fruit punch from a can, enriched with additional nutrients.",29.6112
2161,"A complete fried chicken consisting of meat, skin, giblets, and neck.",23.1516
2162,"For dinner, I'm enjoying a cup of canned green peas blended with butter.",18.216
2163,A portion of 1 ounce of skinless cooked chicken.,0.0
2164,"A serving of pear nectar measured at one fluid ounce, served without ice.",39.0848
2165,"For my meal, I am adding a tablespoon of NFS sauce.",1.8975
2166,"A cup of chicken served with potatoes and a side of mixed vegetables, all drizzled with gravy.",30.9204
2167,"Consuming 4 ounces of raw chicken drumsticks and thighs, enhanced with an added solution.",0.0113
2168,A medium-sized raw green Anjou pear is being consumed.,31.8958
2169,"For dessert, I am enjoying an entire strawberry pie.",707.52
2170,A cup filled with pieces of reduced sodium Spam.,4.76
2171,Enjoying a cup of conch that has been either baked or broiled.,2.159
2172,"A cup of boiled pumpkin flowers, drained and prepared without any added salt.",4.422
2173,Enjoying a tablespoon of caviar as an indulgent delicacy.,0.64
2174,"For dinner, I am enjoying a bowl of oxtail soup.",3.3184
2175,"Consuming an entire head of cabbage that has been boiled and drained, served without any salt.",69.5362
2176,I possess an unprepared package of classic cheeseburger macaroni pasta mix.,87.9573
2177,A skinless fried chicken wing is what I’m having for dinner.,0.7881
2178,A leaf of raw Chinese cabbage is my snack.,0.327
2179,"A cup of canned yellow sweet corn, prepared without any added salt.",35.4816
2180,"A cup of mushroom soup, made using beef stock and an equal amount of water.",9.2964
2181,"A small pre-cooked fried chicken drumstick, without the skin or coating.",0.0
2182,Enjoying a roasted piece of choice lamb loin that has been trimmed to a quarter inch of fat.,0.0
2183,A roast made from fresh center loin pork that has been cooked and roasted.,0.0
2184,"A serving of 3 ounces of broiled rib beef, trimmed to an eighth of an inch of fat.",0.0
2185,"Enjoying a slice of fruit coffeecake, representing one-eighth of the entire cake.",25.75
2186,Three ounces of simmered cooked chicken neck meat.,0.0
2187,"Preparing a 4-ounce boneless ribeye cap steak, trimmed to eliminate all fat, for dinner.",1.9775
2188,"A cup filled with diced Florida oranges, prepared without any membranes.",21.349
2189,"Enjoying half of a roasted chicken, featuring dark meat without the skin.",0.0
2190,"For lunch, I am having a large NFS burrito.",78.705
2191,Enjoying a cup filled with diced fontina cheese as a snack.,2.046
2192,A cup of Puerto Rican style rice soup accompanied by chicken.,54.1863
2193,I am enjoying a Soup at Hand container filled with homemade broccoli soup mixed with water.,11.6909
2194,"A small burrito filled with meat and beans, without any cheese.",54.978
2195,Enjoying a refreshing sloe gin fizz.,0.666
2196,A cup filled with baked French fries made from fresh potatoes.,11.604
2197,"For dinner, I am enjoying a fillet of raw butterfish.",0.0
2198,Enjoying a tart apple pie from a fast food restaurant.,53.25
2199,"A tablespoon of imitation mayonnaise salad dressing, which contains milk cream.",1.665
2200,"For breakfast, I am enjoying a large sandwich made with egg and cheese on white bread.",46.781
2201,A tablespoon of plain Baby Toddler yogurt is being consumed.,0.6990000000000001
2202,"For dinner, I will be enjoying a cup of Mexican pizza.",18.348
2203,A package containing 1.69 ounces of Milk Chocolate M&M's.,34.1712
2204,Enjoying a cup of Golden Maple flavored QUAKER Oatmeal Squares for breakfast.,43.7024
2205,"For dinner, I am using a 4-ounce jar of Heinz Strained baby food, featuring vegetables and chicken.",9.5146
2206,A cup of spaghetti prepared with 51% whole wheat and unenriched semolina.,47.5801
2207,A cup filled with crushed standard snack crackers.,31.876
2208,"A noncitrus carbonated fruit juice drink, one fluid ounce, served over ice.",1.7802
2209,"For dinner, I am having a piece of roasted buffalo meat.",0.0
2210,One portion of cooked canned green beans with added fat.,0.08
2211,"Prepared a breakfast omelet using one egg white, cheese, and a small amount of meat.",1.2546
2212,A bottle of NESTLE Boost Plus nutritional beverage is being consumed.,40.9773
2213,A cup of tres leches cake is my dessert choice.,50.28
2214,A regular bologna sandwich made with white bread.,32.7635
2215,"I prepared a serving of instant lemon pudding, yielding half a cup.",23.85
2216,A heated and roasted shank of cured ham is my meal.,41.229
2217,"As a snack, I am enjoying a whole pickled hot pepper.",0.684
2218,"On my plate, there is a pan-broiled ground ostrich patty that has been cooked.",0.0
2219,Enjoying a coconut bar that isn't coated in chocolate.,26.2589
2220,"A cup of unsalted mixed nuts, excluding peanuts, served as a snack.",31.8932
2221,"A raw porterhouse steak weighing 4 ounces, trimmed to an eighth of an inch of fat.",0.0
2222,Consuming one ounce of raw caribou meat.,0.0
2223,"A slice of toasted multigrain bread, minus the crust.",19.2465
2224,"Dinner consists of a cup filled with tempura fish, tofu, and assorted vegetables.",2.8287
2225,Enjoying a drink made from 1 fluid ounce of frozen concentrate fruit punch juice.,15.1712
2226,A cup filled with unroasted pecans.,13.86
2227,"Today, I am consuming a tablespoon of strained apricot baby food mixed with tapioca.",2.445
2228,"For dessert, I am enjoying a single fruit fritter.",37.29
2229,"I possess a raw pork loin chop, which has a weight of 151 grams, not including any waste.",0.0
2230,"Enjoying a slice of commercially made lemon meringue pie, specifically one-sixth of an 8-inch pie.",53.336
2231,"For dinner, I will enjoy a large grilled fillet of cod.",0.0
2232,A cup of cooked barley served as a side.,46.291
2233,I plan to prepare a 4-ounce trimmed choice tip round roast with no fat.,0.0
2234,Consuming 1 fluid ounce of chocolate soymilk enriched with calcium and vitamins A and D.,3.0447
2235,Dinner consists of a fried mackerel steak.,24.612
2236,"A petite top loin roast fillet that is raw, boneless, and trimmed to an eighth of an inch of fat.",1.068
2237,A tablespoon of baby food cereal mixed with bananas.,1.9975
2238,"For my meal, I am utilizing a single packet of Hot Thai sauce.",1.4922
2239,A tablespoon of NFS Baby Toddler cereal is being consumed.,2.76
2240,"Savoring three plain hotcakes from McDonald's, totaling approximately 5.3 ounces.",57.0223
2241,I'm drinking 1 fluid ounce of grape juice enriched with calcium.,4.5787
2242,"Half of a roasting chicken is being prepared, focusing on the dark meat after removing the bone and skin.",0.0
2243,I possess a single stick of a margarine and oil blend.,0.784
2244,"I am enjoying 3 ounces of tender, braised beef brisket that has been trimmed of excess fat.",0.0
2245,"A single piece of boneless chuck eye Country-Style ribs, with all fat removed.",0.0
2246,A tablespoon of fat-free Italian dressing is being used for the salad.,1.225
2247,"I possess one pound of raw, fresh pork lungs.",0.0
2248,A cup filled with crumbled queso blanco cheese is my snack.,2.9854000000000003
2249,"Diluted with water, I am enjoying 1 fluid ounce of unsweetened frozen concentrate pineapple juice.",3.95304
2250,"For dinner, I am enjoying a cup of fried salmon.",15.822
2251,A package containing lightly salted cashews.,15.775
2252,"Enjoying a 23-ounce DIGIORNO pizza topped with cheese and featuring a thin, crispy crust that I baked myself.",170.2021
2253,A cheese-topped hash brown patty from a fast food restaurant.,13.4585
2254,An ounce of corn muffins prepared using low-fat (2%) milk.,12.5307
2255,"A medium baked potato, complete with both flesh and skin, seasoned with a touch of salt.",36.5895
2256,"Enjoying a bowl of soupy rice, Puerto Rican style, featuring chicken and potatoes.",28.944
2257,A small slice of toasted wheat bread topped with raisins for breakfast.,15.86
2258,"A boneless top loin steak, raw and trimmed to zero fat.",0.0
2259,A large decaf latte prepared with non-dairy milk.,24.84
2260,A large bag of hard pretzels is my snack.,68.3315
2261,Enjoying 3 ounces of fast-fried New Zealand tenderloin beef.,0.2295
2262,"A cup filled with raw burdock root, chopped into 1-inch segments.",20.4612
2263,I am enjoying a half-cup portion of vegetable soup prepared with canned beef broth.,13.161
2264,A medium-sized single serving bag of rice chips is my snack.,46.455
2265,"A cup of whole kernel sweet white corn, including solids and liquids.",39.4496
2266,Enjoying a cup of raw Valencia peanuts as my snack.,30.5286
2267,A small muffin made of oat bran is my choice for breakfast.,31.878
2268,A serving of yellow cake prepared using an enriched dry mix.,35.2256
2269,"For dinner, I am enjoying a cup of fried whiting fish.",15.822
2270,A raw fennel bulb is being enjoyed as a snack.,17.155
2271,A single brown rice cake enjoyed as a snack.,7.191
2272,Consuming an 8 fl oz can of No Fear energy drink.,37.2
2273,A cup of low sodium canned red kidney beans.,37.9648
2274,A medium-sized frozen coffee beverage that is decaffeinated and made with nonfat milk.,66.8112
2275,"For dinner, I am enjoying a thick cut of lean beef steak.",0.0
2276,I am preparing a packet of classic macaroni pasta mix with cheeseburger flavor.,36.4701
2277,"For breakfast, I am having an ounce of dry grits topped with cheese.",21.016
2278,A cup of New England clam chowder prepared with either water or milk.,18.2024
2279,Consuming a 1-ounce portion of raw lamb pancreas.,0.0
2280,A small cheese-filled sandwich cracker is my snack.,1.851
2281,Consuming a jar of baby food made from mixed fruit juice.,14.859
2282,Enjoying half a cup of boiled and drained frozen broccoli spears seasoned with a pinch of salt.,4.922
2283,Enjoying a 1 fluid ounce serving of red Cabernet Sauvignon wine.,0.7644000000000001
2284,A pouch of plain yogurt specifically designed for babies and toddlers.,5.126
2285,"A 4-ounce porterhouse steak, trimmed to 1/8 inch of fat, from the short loin, is prepared for cooking.",0.0
2286,Consuming 1 ounce of soy protein concentrate that is made through an acid wash process.,7.203735
2287,"For a snack, I'm enjoying a tablespoon of Stage 1 Baby Toddler pears.",1.62
2288,Consuming a 12 fluid ounce can of a caffeinated carbonated beverage with a pepper flavor.,38.272
2289,"For lunch, I am enjoying a cup of egg salad prepared with a creamy dressing.",4.7064
2290,"A small boiled potato, skin included, enjoyed with a drizzle of oil.",26.091
2291,"Consuming a drink made from light grape juice, measuring 1 fluid ounce.",1.653
2292,Enjoying half a fillet of raw Atlantic wolffish.,0.0
2293,"For a snack, I am having one raw pad of cactus.",0.999
2294,I am providing my baby with a tablespoon of Stage 2 pears for toddlers.,1.74
2295,A medium slice of high protein bread that has been toasted.,10.5886
2296,Enjoying a cup of nonfat milk enriched with vitamins A and D.,12.1032
2297,A small sandwich made with egg whites and meat.,14.4755
2298,A cup of unsalted dry roasted cashew nuts enjoyed as a snack.,44.7853
2299,A serving of gluten-free thin crust pizza topped with cheese.,31.5707
2300,Enjoying a 14-inch classic hand-tossed cheese pizza from Domino's.,35.8992
2301,Enjoying a homemade apple pie in a one-ounce serving.,10.51785
2302,A small ground beef patty served alongside egg and onion.,0.714
2303,"I am enjoying a single cooked and braised bone-in rib back rib, which has been trimmed to zero fat.",0.0
2304,"For dinner, I'm enjoying a portion of shark fish weighing 1 ounce.",1.558
2305,Enjoying a frozen coffee drink of 1 fluid ounce made with non-dairy milk and finished with whipped cream.,3.937
2306,"For dinner, I’m having a toasted French loaf that measures 14 inches in length.",244.0028
2307,"For a snack, I enjoyed a cup of dried mango.",125.728
2308,"A slice of cornmeal and molasses bread, with the crust left untouched.",23.7575
2309,Utilizing a single tablespoon of green enchilada sauce.,1.0176
2310,An 8 fluid ounce bottle of fruit-flavored sweetened water enriched with vitamins and minerals.,13.0113
2311,"Consuming 3 ounces of crumbled cooked ground beef, which is 70% lean and 30% fat, pan-browned.",0.0
2312,"In my cooking, I'm incorporating a teaspoon of poppy seeds.",0.7876400000000001
2313,Enjoying a serving of spaghetti topped with meat sauce from Carrabba's Italian Grill.,84.3627
2314,A small thin crust pizza adorned with beans and assorted vegetables.,133.867
2315,"For a snack, I enjoyed one fruit empanada.",24.4725
2316,Sipping on a large iced latte made with nonfat milk and flavored.,37.82
2317,A salad that includes a cup of raw carrots combined with apples.,13.9536
2318,A tablespoon of soy sauce produced from hydrolyzed vegetable protein is being used.,1.4112
2319,I ordered a cup of vegetable lo mein without any meat from a Chinese restaurant.,27.4176
2320,A serving of 8 fluid ounces of OCEAN SPRAY unsweetened white grapefruit juice.,18.4746
2321,"Consuming a 3-ounce portion of boneless top loin filet beef, trimmed to 1/8 inch fat.",0.51
2322,A serving of semisweet chocolate candies is being enjoyed.,9.2655
2323,Enjoying a single ounce of roasted pork.,0.0
2324,Enjoying a cup of spaghetti and meatballs served family-style from the restaurant.,20.7834
2325,Enjoying a package of unsalted pistachio nuts as a snack.,13.715
2326,"A cup of noodles served with fish and assorted vegetables, topped with cheese sauce, excluding carrots, broccoli, and dark-green leafy options.",37.3808
2327,"For breakfast, I am enjoying a single serving of frosted oats cereal topped with marshmallows.",22.983
2328,"Consuming a grilled chicken wing drummette, unseasoned and without sauce.",0.0
2329,Enjoying a hearty meal featuring 3 ounces of cooked boneless roasted pork loin blade.,0.0
2330,"For a snack, I am enjoying a cup of raw cassava.",78.4036
2331,A cup filled with freshly chopped parsley.,3.798
2332,Sipping on 1 fluid ounce of sweet dessert wine.,4.03855
2333,"For dinner, my baby is having 1 ounce of junior macaroni and cheese.",2.3247
2334,Utilizing 2 tablespoons of freshly chopped peppermint.,0.47648
2335,A cup of white rice combined with dark green veggies.,38.2012
2336,Dinner consists of one ounce of perch fish.,2.344
2337,I am having a slice of cooked beef salami.,0.494
2338,Sipping on a single serving of alcoholic eggnog.,15.888
2339,Dinner includes a cup of Puerto Rican style stewed pork.,5.48
2340,"For dinner, I am enjoying a cup of chitterlings.",0.0
2341,A large omelet made with whole cooked eggs is my breakfast.,0.3904
2342,"For dessert, I enjoyed a cup of blackberries preserved in heavy syrup.",59.136
2343,Enjoying a slice from a 14-inch cheese pizza from a popular fast food pizza outlet.,35.6631
2344,"For dinner, I'm enjoying 3 ounces of braised, skinless, boneless chicken breast.",0.0
2345,A delicious ice cream sundae served as dessert.,57.456
2346,"For dinner, I will be eating 3 ounces of cooked American shad fish.",0.0
2347,Enjoying a drink of Rusty Nail.,3.285
2348,"A chicken leg stew featuring the drumstick and thigh, without the skin.",0.0
2349,"A thigh piece of KFC's Original Recipe Fried Chicken, featuring meat and breading without the skin.",7.2756
2350,"For dinner, I'm enjoying a cup of kidney beans from a can.",37.12
2351,Enjoying a portion of shrimp crackers as a snack.,16.5452
2352,"For lunch, I am enjoying a large sandwich filled with various meats on white bread.",47.652
2353,"I possess a package containing dry mix for chocolate pudding cake, weighing 18.25 ounces.",414.4272
2354,A cooked Brussels sprout enhanced with added fat.,1.806
2355,"I possess 4 ounces of fresh boneless pork loin center rib, suitable for making either chops or roasts.",0.0
2356,Savoring a large iced cafe mocha prepared with nonfat milk.,55.552
2357,A chicken chimichanga is what I'm having for my meal.,48.906
2358,"A cup of boiled bamboo shoots, seasoned with a bit of salt.",1.824
2359,"For dinner, I am enjoying a whole roasted ham that is boneless and cured.",91.9695
2360,A stick of candy that does not contain chocolate is my snack.,14.3535
2361,"A 4-ounce portion of fresh pork loin, consisting of both lean and fatty sections, is being prepared.",0.0
2362,A cup of NFS pie is my current meal choice.,93.875
2363,"A cooked pod of fresh okra, enhanced with added fat.",0.776
2364,"For lunch, I am enjoying a grilled chicken fillet sandwich served on a wheat bun.",25.466
2365,"A small baked potato accompanied by vegetables, without the skin.",47.034
2366,Enjoying a Florida orange as a snack.,16.2714
2367,"For breakfast, I’m enjoying a bowl of plain bran flakes cereal.",37.515
2368,A regular-sized pouch filled with chocolate candy that includes nuts.,23.2965
2369,A 2-pound package of unprepared frozen Brussels sprouts.,71.2902
2370,Consuming a 4-ounce jar of Heinz vegetable and carrot baby food.,6.78
2371,"For lunch, I am enjoying a large barbecue pork sandwich served on a wheat bun.",63.693
2372,Dinner consists of a thick slice of brisket.,0.0
2373,"For dinner, I'm enjoying a cup of cooked frozen corn seasoned with butter.",31.773
2374,"Consuming half a cup of baked potatoes, prepared without salt.",13.1455
2375,Enjoying a single cream puff shell made from a recipe.,15.048
2376,"For dinner, I am enjoying a grilled cod steak.",0.0
2377,"For dinner, I will be enjoying a slice of skinless baked chicken.",0.0
2378,"For lunch, I am enjoying a sandwich made with bacon, lettuce, and tomato on wheat bread.",28.8435
2379,"A piece of cooked beef chuck arm pot roast, trimmed to 1/8 inch fat.",0.0
2380,I consumed one tablespoon of a whole hard-boiled egg.,0.0952
2381,"A cup of brown rice mixed with peas and carrots, enhanced with a small amount of fat.",41.743
2382,A cup of cooked bulgur enriched with added fat.,24.248
2383,I possess a package of carrot muffin containing 100 calories.,4.427
2384,"For lunch, I am having a portion of extra lean canned ham weighing 3 ounces.",0.0
2385,Dinner tonight includes a serving of roast pork in a cup.,0.0
2386,A 12 fluid ounce cup of caffeine-free lemon-lime SPRITE.,26.1612
2387,A cup filled with crumbled Mexican queso anejo cheese.,6.1116
2388,"For a snack, I am enjoying half an ounce of whole-wheat matzo crackers.",11.2038
2389,"A tablespoon of boiled and drained frozen chopped onions, cooked and served without salt.",0.9885
2390,Utilizing a cup of low-calorie mayonnaise as a salad dressing.,55.448
2391,"A serving of boneless chuck pot roast, weighing 3 ounces, that has been braised and trimmed of fat.",0.0
2392,"For dinner, a cup of chili con carne featuring beans and macaroni.",42.7823
2393,"A scoop of MEAD JOHNSON ENFAMIL infant formula enriched with iron, ARA, and DHA is being provided to my baby.",4.777
2394,A small bologna sandwich made with white bread and cheese.,17.409
2395,"For lunch, I am enjoying a cup of beef chili soup from a can.",49.6018
2396,"For dinner, I'm enjoying a 4-ounce boneless top loin steak trimmed to 1/8 inch of fat.",0.0
2397,I am preparing a single rolled cookie using refrigerated sugar cookie dough.,10.4074
2398,A sandwich wrap filled with various kinds of meat.,32.307
2399,"A cup of mature sprouted mung beans, cooked, boiled, and drained, served without any salt.",5.1956
2400,Enjoying a cup of Berry Boost smoothie from BOLTHOUSE FARMS.,27.468
2401,A cup of soft pretzel nuggets adorned with cheese.,91.6545
2402,Consuming a packet of Isopure protein powder mix.,25.2909
2403,"For dinner, a slice of tender pork loin is being served.",0.027
2404,"A cup filled with canned sweet green peppers, including both solids and liquids.",5.46
2405,I am preparing 5 fluid ounces of ABBOTT NUTRITION SIMILAC GO AND GROW infant formula enriched with ARA and DHA for my baby.,10.2357
2406,A tablespoon of fruit and plum baby food with tapioca.,3.075
2407,A packet containing sesame dressing.,2.494
2408,A sandwich prepared with reduced fat cheese and served on white bread.,33.9762
2409,A regular ear of corn that has been cooked in oil.,20.1744
2410,A cup of potato salad prepared using a light mayonnaise dressing.,46.64
2411,A cup filled with a variety of raw mixed salad greens.,0.9205
2412,"A bottom sirloin tri-tip roast, raw and trimmed of excess fat.",0.0
2413,"For lunch, I'm enjoying a can of condensed soup made with beans and pork.",55.3222
2414,A buttered air-popped popcorn kernel is my snack.,0.1315
2415,Enjoying a snack of ten pieces of peanuts coated in milk chocolate.,19.88
2416,"Consuming 1 fluid ounce of unsweetened grape juice, either from a can or a bottle, enhanced with ascorbic acid.",4.66732
2417,Enjoying a small bag of hard-coated pretzels as a snack.,19.6196
2418,"I possess one ounce of ground beef, consisting of 70% lean meat and 30% fat.",0.0
2419,A third of an unprepared package of frozen Brussels sprouts.,7.467
2420,A cup of dehydrated apples that have been sulfured.,56.6654
2421,I am consuming 1 fluid ounce of coffee that is pre-lightened and pre-sweetened with a low calorie sweetener.,0.711
2422,"One pork sausage link, fully cooked and heated in the microwave.",0.1302
2423,"A large cookie bar featuring chocolate, nuts, and graham crackers.",24.8368
2424,A mini ear of frozen corn prepared with oil.,10.6476
2425,I am consuming 1 fluid ounce of brewed decaffeinated black tea prepared with tap water.,0.0888
2426,"A grilled bone-in rib eye steak weighing 3 ounces, trimmed to an eighth of an inch of fat.",0.0
2427,A tablespoon of light Caesar dressing is added to my salad.,2.79
2428,"A baked chicken leg quarter consisting of the thigh and drumstick, skin included.",7.761
2429,"For dinner, I opened a regular can of clams.",5.129
2430,A serving of stewed dark meat chicken sourced from a one-pound ready-to-cook chicken.,0.0
2431,"For a snack, I'm enjoying a 4 fluid ounce bottle of Heinz Strained apple-banana juice.",15.375
2432,"For lunch, I am enjoying a jelly sandwich made with white bread.",57.5
2433,Consuming a cubic inch of ham from a can.,0.0833
2434,A warm cup of homemade hot cocoa is being savored.,26.85
2435,"A package containing 8.5 ounces of dry cornbread mix, which features corn muffin mix.",167.495
2436,"Enjoying a slice of commercially made cheesecake, specifically one-sixth of a 17-ounce cake.",20.4
2437,"A salad featuring either chicken or turkey, topped with cheese, lettuce, tomato, and assorted vegetables, served without dressing.",9.916
2438,"One chickpea from a can, enhanced with added fat.",0.4322
2439,My baby is having a 4-ounce jar of Heinz strained creamed corn and vegetable baby food.,15.933
2440,"A refreshing drink of light grape juice served with ice, measuring 1 fluid ounce.",1.2673
2441,A cup of sweet canned cherries served in light syrup for a snack.,43.5708
2442,I enjoy an ounce of toasted French or Vienna bread that features sourdough.,17.557155
2443,Enjoying a cafe mocha that is decaffeinated and iced.,2.7869
2444,"A cup of cooked blackeye cowpeas, prepared from frozen, boiled, and drained peas without added salt.",40.392
2445,A serving of 1 fluid ounce of 100% passion fruit juice accompanied by ice.,4.216
2446,"A pork chop, lean and coated, weighing one ounce.",1.432
2447,A single tablespoon filled with a mix of savory ground spices.,3.02412
2448,A cup filled with diced low-sodium cheddar or American cheese.,2.24
2449,Enjoying an inch of gluten-free thick crust pizza topped with meat.,1.90457
2450,Enjoying a regular scone as a snack.,33.649
2451,"A cocktail meatball prepared with either chicken or turkey, garnished with a tomato sauce.",0.6561
2452,"A cup of air-popped popcorn, free of butter, enjoyed as a snack.",6.1976
2453,A piece of fried chicken back that has been prepared using flour.,2.86
2454,"I am having one pound of roasted chicken, which consists of drumsticks and thighs with the skin intact.",0.0
2455,A cup of vanilla almond milk with sweetness added.,15.816
2456,Enjoying a 14-inch cheese pizza featuring a thin and crispy crust from Pizza Hut.,27.0338
2457,"A cup of cooked frozen spinach, prepared without any added fat.",10.2985
2458,Enjoying an ounce of fat-free popcorn topped with caramel syrup.,25.53201
2459,A cup filled with a chicken and cheese burrito.,33.984
2460,"I am enjoying 3 ounces of cooked striped mullet, cooked using a dry heat method.",0.0
2461,"A cup containing beef, potatoes, and a variety of vegetables such as carrots and broccoli, all drizzled with gravy.",28.1484
2462,Preparing a boneless chuck mock tender steak that has been thoroughly trimmed of any fat.,0.0
2463,"For dinner, I will be enjoying a can of pasta with cream sauce and meat that just needs heating.",68.935
2464,"A cup of cooked canned carrots, featuring reduced sodium and no added fat.",8.308
2465,"For breakfast, I am enjoying a bagel egg sandwich with ham.",59.163
2466,"For my meal, I am utilizing a 10-ounce package of frozen immature pinto beans.",30.55
2467,Administering 1 fluid ounce of Similac infant formula designed for diarrhea to my baby.,2.03435
